Progress,Duration (in seconds),Finished,S1_1,S1_gen_4,S1_gen_5,S1_gen_6,S1_gen_7,S1_gen_8,S1_A1_7,S1_A1_8,S1_A1_9,S1_A2_7,S1_A2_8,S1_A2_9,S1_A3_7,S1_A3_8,S1_A3_9,S1_A4_7,S1_A4_8,S1_A4_9,S1_A5_7,S1_A5_8,S1_A5_9,S2_1,S2_gen_4,S2_gen_5,S2_gen_6,S2_gen_7,S2_gen_8,S2_A1_7,S2_A1_8,S2_A1_9,S2_A2_7,S2_A2_8,S2_A2_9,S2_A3_7,S2_A3_8,S2_A3_9,S2_A4_7,S2_A4_8,S2_A4_9,S2_A5_7,S2_A5_8,S2_A5_9,S3_1,S3_gen_4,S3_gen_5,S3_gen_6,S3_gen_7,S3_gen_8,S3_A1_7,S3_A1_8,S3_A1_9,S3_A2_7,S3_A2_8,S3_A2_9,S3_A3_7,S3_A3_8,S3_A3_9,S3_A4_7,S3_A4_8,S3_A4_9,S3_A5_7,S3_A5_8,S3_A5_9,S4_1,S4_gen_4,S4_gen_5,S4_gen_6,S4_gen_7,S4_gen_8,S4_A1_7,S4_A1_8,S4_A1_9,S4_A2_7,S4_A2_8,S4_A2_9,S4_A3_7,S4_A3_8,S4_A3_9,S4_A4_7,S4_A4_8,S4_A4_9,S4_A5_7,S4_A5_8,S4_A5_9,S5_1,S5_gen_4,S5_gen_5,S5_gen_6,S5_gen_7,S5_gen_8,S5_A1_7,S5_A1_8,S5_A1_9,S5_A2_7,S5_A2_8,S5_A2_9,S5_A3_7,S5_A3_8,S5_A3_9,S5_A4_7,S5_A4_8,S5_A4_9,S5_A5_7,S5_A5_8,S5_A5_9,S6_1,S6_gen_4,S6_gen_5,S6_gen_6,S6_gen_7,S6_gen_8,S6_A1_7,S6_A1_8,S6_A1_9,S6_A2_7,S6_A2_8,S6_A2_9,S6_A3_7,S6_A3_8,S6_A3_9,S6_A4_7,S6_A4_8,S6_A4_9,S6_A5_7,S6_A5_8,S6_A5_9,S7_1,S7_gen_4,S7_gen_5,S7_gen_6,S7_gen_7,S7_gen_8,S7_A1_7,S7_A1_8,S7_A1_9,S7_A2_7,S7_A2_8,S7_A2_9,S7_A3_7,S7_A3_8,S7_A3_9,S7_A4_7,S7_A4_8,S7_A4_9,S7_A5_7,S7_A5_8,S7_A5_9,S8_1,S8_gen_4,S8_gen_5,S8_gen_6,S8_gen_7,S8_gen_8,S8_A1_7,S8_A1_8,S8_A1_9,S8_A2_7,S8_A2_8,S8_A2_9,S8_A3_7,S8_A3_8,S8_A3_9,S8_A4_7,S8_A4_8,S8_A4_9,S8_A5_7,S8_A5_8,S8_A5_9,S9_1,S9_gen_4,S9_gen_5,S9_gen_6,S9_gen_7,S9_gen_8,S9_A1_7,S9_A1_8,S9_A1_9,S9_A2_7,S9_A2_8,S9_A2_9,S9_A3_7,S9_A3_8,S9_A3_9,S9_A4_7,S9_A4_8,S9_A4_9,S9_A5_7,S9_A5_8,S9_A5_9,S10_1,S10_gen_4,S10_gen_5,S10_gen_6,S10_gen_7,S10_gen_8,S10_A1_7,S10_A1_8,S10_A1_9,S10_A2_7,S10_A2_8,S10_A2_9,S10_A3_7,S10_A3_8,S10_A3_9,S10_A4_7,S10_A4_8,S10_A4_9,S10_A5_7,S10_A5_8,S10_A5_9,S11_1,S11_gen_4,S11_gen_5,S11_gen_6,S11_gen_7,S11_gen_8,S11_A1_7,S11_A1_8,S11_A1_9,S11_A2_7,S11_A2_8,S11_A2_9,S11_A3_7,S11_A3_8,S11_A3_9,S11_A4_7,S11_A4_8,S11_A4_9,S11_A5_7,S11_A5_8,S11_A5_9,S12_1,S12_gen_4,S12_gen_5,S12_gen_6,S12_gen_7,S12_gen_8,S12_A1_7,S12_A1_8,S12_A1_9,S12_A2_7,S12_A2_8,S12_A2_9,S12_A3_7,S12_A3_8,S12_A3_9,S12_A4_7,S12_A4_8,S12_A4_9,S12_A5_7,S12_A5_8,S12_A5_9,S13_1,S13_gen_4,S13_gen_5,S13_gen_6,S13_gen_7,S13_gen_8,S13_A1_7,S13_A1_8,S13_A1_9,S13_A2_7,S13_A2_8,S13_A2_9,S13_A3_7,S13_A3_8,S13_A3_9,S13_A4_7,S13_A4_8,S13_A4_9,S13_A5_7,S13_A5_8,S13_A5_9,S14_1,S14_gen_4,S14_gen_5,S14_gen_6,S14_gen_7,S14_gen_8,S14_A1_7,S14_A1_8,S14_A1_9,S14_A2_7,S14_A2_8,S14_A2_9,S14_A3_7,S14_A3_8,S14_A3_9,S14_A4_7,S14_A4_8,S14_A4_9,S14_A5_7,S14_A5_8,S14_A5_9,S15_1,S15_gen_4,S15_gen_5,S15_gen_6,S15_gen_7,S15_gen_8,S15_A1_7,S15_A1_8,S15_A1_9,S15_A2_7,S15_A2_8,S15_A2_9,S15_A3_7,S15_A3_8,S15_A3_9,S15_A4_7,S15_A4_8,S15_A4_9,S15_A5_7,S15_A5_8,S15_A5_9,S16_1,S16_gen_4,S16_gen_5,S16_gen_6,S16_gen_7,S16_gen_8,S16_A1_7,S16_A1_8,S16_A1_9,S16_A2_7,S16_A2_8,S16_A2_9,S16_A3_7,S16_A3_8,S16_A3_9,S16_A4_7,S16_A4_8,S16_A4_9,S16_A5_7,S16_A5_8,S16_A5_9,S17_1,S17_gen_4,S17_gen_5,S17_gen_6,S17_gen_7,S17_gen_8,S17_A1_7,S17_A1_8,S17_A1_9,S17_A2_7,S17_A2_8,S17_A2_9,S17_A3_7,S17_A3_8,S17_A3_9,S17_A4_7,S17_A4_8,S17_A4_9,S17_A5_7,S17_A5_8,S17_A5_9,S18_1,S18_gen_4,S18_gen_5,S18_gen_6,S18_gen_7,S18_gen_8,S18_A1_7,S18_A1_8,S18_A1_9,S18_A2_7,S18_A2_8,S18_A2_9,S18_A3_7,S18_A3_8,S18_A3_9,S18_A4_7,S18_A4_8,S18_A4_9,S18_A5_7,S18_A5_8,S18_A5_9,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,2317,TRUE,50,Ask friend/family for financial help,Ask for government assistance with the medical expenses,Look for cheaper options in the international market,Contact the hospital/doctor and try to convince them about getting a cheaper option,Try to change the medical insurance that will allow for the medication to be covered,90,100,50,90,100,50,50,100,50,90,100,50,80,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Borrow a phone from someone at the gym and call her friend,Try and have the gym front office call her friend and let her know,Allow for her friend to show up and apologize for the inconvenience,Walk through the route that her friend might be talking and catch her and inform,Have someone at the office get the phone to you at the gym and call her friend,75,100,90,75,100,100,80,100,90,50,100,50,50,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Have Ted buy a new ticket,Have Ted call someone in his house and have them bring the ticket over,Darya one of the friends can give up their ticket for Ted,Leave Ted behind and the rest of them attend the concert,Try to convince the security at the concert that he has proof of buying a ticket and see if they'll allow him in,90,100,100,75,100,100,70,100,50,30,100,50,100,100,100,0,Ask the teenager if he/she is part of the family,Yell at the family and try to get their attention,Notify any security or life guards on duty,Ignore the teenager,Take a photo of the teenager in case things were stolen and they need to identify him/her,90,100,100,100,100,100,80,100,50,25,50,50,50,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Call family or friend and have them come and get the knife and have it ship it to him overnight,Leave the line and check-in his baggage with the knife,Hand over the knife to security and explain to them that it was a honest mistake,Throw away the knife,Get rid of the knife by giving it to a stranger and convince them to ship it to you,50,100,60,80,100,80,30,100,80,10,100,30,30,100,50,,,,,,,,,,,,,,,,,,,,,,50,He could ask for help from his father's neighbor and have them check on his father periodically,Install Video surveillance cameras in his dad's house,Relocate closer to his dad's house,Hire a part-time caretaker,Rent a bigger apartment and have his dad move in with him and pay for half the rent,80,90,90,30,80,50,75,100,80,25,80,80,60,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,search for the medication on the black market,,,pull the fire alarm,,,teleport into the concert,read his mind,,,,hide the knife in someone else's bag,,move into his father’s apartment,,,,
100,1607,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Call the boss and see if there is something he can do to prevent the consequences ,Rob a convenience store for the extra money ,Recount the cash to see if he missed something ,Ask a friend to borrow the money until he can pay him back,Call his co-worker to pitch in the money so they don't have to do the extra work,95,100,100,0,0,0,100,100,100,55,100,55,80,100,70,,,,,,,,,,,,,,,,,,,,,,100,Explain to the teacher what happened,Ask if she can bring it in tomorrow,Tell her mom to bring her work to school ,Ask if she can redo the same assignment while in class,"If she has a vehicle, ask if she can leave the school and get it",100,100,100,85,100,100,100,100,100,55,100,75,20,100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Call 911 about the driver (give license plate number),Get the car's attention to pull over ,Pass the car and leave ,Disable the vehicle by rear-ending it,Text a friend about it while driving,90,100,90,40,85,25,60,45,90,0,0,0,10,0,3,,,,,,,,,,,,,,,,,,,,,,0,Bust the window open ,Tell the employees of a store nearby about it ,Call 911,Call the Humane Society ,Leave without doing anything ,3,30,3,95,100,100,75,95,75,90,100,90,10,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Kill off some of the passengers to reduce food need,Lock up some of the passengers and let them starve ,Not tell any of the passengers the problem and let it play out ,Drill a hole in the ship and let it sink ,Ration out the food so what they have can last ,0,0,0,0,0,0,10,0,3,0,0,0,90,100,95,,,,,,,,,,,,,,,,,,,,,,0,Leave the store unattended ,Call the boss and tell him he's shutting down the story until he arrives ,Miss the court appointment ,Call the court and let them them know what is going on ,Call a co-worker to take his spot until the boss gets there,0,0,0,35,60,10,10,0,10,90,100,90,95,100,95,,,,,,,,,,,,,,,,,,,,,,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,sell one of his kidneys,,call her mom,,,,tailgate the car,,light a fire under the car,,,,organize a fishing crew,,stage a break-in at the store,
100,473,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tell the boss the truth,Put the money from his own pocket,Count wrong on purpose and hope nobody catches it,Offer to pay it back,Offer to work overtime to cover others. ,74,100,100,12,100,54,10,0,11,89,100,100,80,100,93,,,,,,,,,,,,,,,,,,,,,,0,Tell the truth,Call her mom to bring it,Ask for an extention,Ask to go home and get it,Ask a friend to help her by going home for her. ,83,100,100,89,100,100,89,100,100,70,100,100,54,100,100,100,Start a fire,Lay under leaves,Do nothing and freeze,Breathe into their hands,Run around to warm up,71,100,100,63,100,100,0,0,7,91,100,89,71,100,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Stop driving for awhile,Call the cops,Stay on the path,Try to pass the driver really fast,Slow way down and let the driver get away,83,100,94,93,100,100,10,5,8,6,7,6,61,27,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Try to sneak it,Throw it out,Ask a friend to hide it,Mail it to himself in Chicgao,Give it away and buy another in Chicgao,63,0,66,15,100,15,18,0,23,9,100,57,38,100,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Close the store and go,Miss his appointment,Wait for his boss and be late,Quit his job and leave,Ask a relative to help him. ,74,100,100,17,20,26,56,100,85,16,58,43,87,100,75,,,,,,,,,,,,,,,,,,,,,,,45,Male,White / Caucasian,,Some College,Rung 7,,,stage a robbery,,lie that her house burnt down,huddle to conserve energy,,,take a detour at the next exit,,,ask to check the knife,,,,,ask a friend to take over,
100,1262,TRUE,3,Started a GoFundMe for his wife's medical expenses,Take a loan from the bank,Talk to his employer about a raise,Ask friends and family for a loan,Have an in-person fundraiser,79,74,72,52,90,80,89,100,95,60,64,77,69,89,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Darya could have gone in the concert without Ted anyway,Bought a ticket from a scalper on the street,Offered that neither of them go and find something else to do instead (so her ticket is wasted),Sell her ticket so her and Ted could do something else,Suggest Ted goes back to get his ticket and return as quickly as possible. ,29,70,51,81,51,67,50,92,39,64,85,85,53,83,75,1,Try to talk to the teenager and see how they respond (do they run away?),Just watch the teenager in case someone needs a description of them later,Ignore the situation,Go to the family and ask if they know the teenager,Let the teenager know that he's calling the cops,85,100,88,77,39,83,58,8,42,39,91,65,60,66,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Throw the knife away,Leave it in his bag and let TSA confiscate it,admit to TSA what's in his bag and see what they suggest,Run back to the airline counter and see if it's too late to put it in his bag,stash it somewhere in the aiport and hope that it's still there when he comes back through in a few days,13,58,67,70,47,52,90,92,83,68,100,75,6,29,23,94,Have someone not in the wedding party call the taxi company to try and recover it,Use someone else's ring as a replacement until if/when the original ring is recovered,Tell the groom instead of the bride,Quickly run to the nearest jewelry store and buy another ring,Do nothing and pretend to notice it's missing for the first time as it is needed. ,100,100,98,68,77,76,39,68,64,48,18,66,8,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Call another coworker to come in for him,Close the store and leave a voicemail with the owner telling him why,Explain the situation to his lawyer and ask for advice on what to do,Try another way to reach the owner (are they married?),Tell his lawyer to try and stall for him. ,87,100,86,97,99,84,84,97,70,95,100,99,72,57,66,,,,,,,,,,,,,,,,,,,,,,,32,Female,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,,,,,,give her ticket to Ted,make cat noises at him until he leaves,,,,hide the knife in someone else's bag,tell his sister as soon as possible,,,,tell his lawyer that he’s sick,
100,1380,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Leave the gym and tell her friend later,Sneak into the gym without a membership,Bribe the person at the front desk to let her in,Tell the person at the front desk to let her friend know she can't get into the gym,Ask to borrow a stranger's phone so she can call her friend,80,60,80,20,0,0,10,0,0,50,80,60,80,90,80,,,,,,,,,,,,,,,,,,,,,,0,Make a shelter,Continue hiking in hopes of finding help,Look for food,Stop and wait for help to arrive,Start a forest fire,100,100,100,100,100,100,100,100,100,100,100,100,30,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Call the police,Ignore the intoxicated driver and keep driving,Turn off the road and go a different way,Pass the driver and leave them behind,Flash brights at the driver until they pull over,90,100,90,90,100,100,80,100,100,70,100,100,50,40,40,,,,,,,,,,,,,,,,,,,,,,0,Go into the store to look for the owner,Call the police,Break the car window,Break into the car by picking the locks,Ignore the dog and go on with life,40,100,80,70,100,90,50,30,10,40,30,10,80,50,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Continue to wait for help to arrive,Ration the remaining supplies,Try to keep everyone on board calm and relaxed,Let the other people on board decide what to do,Throw himself off the boat,100,100,100,100,100,100,100,100,100,100,100,100,20,10,10,30,Try harder to get Todd's arm out of the rock,Leave Todd to find help,Leave Todd and get to somewhere with cell service,Break Todd's arm to make it easier to remove from the rock,Wait with Todd in hopes that someone will come by and help them,100,100,100,100,100,100,100,100,100,50,80,70,60,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,,,renew her membership,,collect wood to start a fire,,,honk an angry message in Morse code,,pour water on the car to cool it,,,,throw disobedient passengers off the boat,saw Todd’s arm off,,
100,2082,TRUE,100,Start a gofundme page to help cover medication,Ask family and friends for money,Call the medication distributor and see if he can get it for a better price,Switch insurance plans,Take out a loan,80,100,95,90,95,95,70,100,90,5,40,20,10,80,60,0,Call a cab,Ask someone at the intersection for a ride,Make a run for the airport,Get the car fixed and catch a later flight,Call for a lift from a friend or family member ,5,100,65,60,100,55,0,100,0,0,100,90,50,80,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Continue walking until they find safety,Make shelter and wait for rescue while rationing food,Hunt for food with the others helping,Make use of edible things in the forest like leaves and berries,Resort to cannibalism ,60,75,60,80,100,95,40,100,85,80,100,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Allow the driver to continue driving,Call the police and report it,Hit the other car in the back end to force him to stop,Attempt to go around the driver and continue on,Tailgate the driver,0,0,0,100,100,100,0,0,0,0,5,0,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Have disobedient passengers detained until help arrives,Take command and give out orders to the crew to watch over different groups of people.,Throw himself into the water and give up,Sit tight and wait for the boat to arrive.,Have everyone fish for food to survive,30,100,100,45,100,100,5,0,0,5,60,50,2,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Administer first aid herself,Continue on with the race without helping ,Inform another competitor of the racer while she continues on,Ignore the man and not mention it,Stay with the racer until help arrives,80,100,100,0,0,5,20,5,5,0,0,5,100,100,100,,37,Female,White / Caucasian,,Some College,Rung 3,search for the medication on the black market,steal a passing driver's car,,,,steal all of the food and water,,,honk at the driver until they pull over,,,,,,throw disobedient passengers off the boat,,,call for help
100,653,TRUE,65,He could get another job,He could change insurance,He could borrow from a friend,He could try to find another medication,He could go into debt,42,100,100,73,100,100,84,100,100,83,100,100,70,98,98,74,He could change his flight,He could uber,He could cancel his trip,He could call a friend,He could wait for help,73,100,100,83,100,100,38,100,100,91,100,100,94,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,He could try to keep hiking,He could make a shelter,He could exercise to keep warm,He could try to find shelter,He could yell for help,50,100,100,71,100,100,67,100,100,92,100,100,73,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,He could call the police,He could stop,He could pass him,He could slow down,He could try to stop him,100,100,100,85,100,100,75,100,100,92,100,100,44,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tell them he has it,Tell them he forgot to move it,Tell them he is a chef,Throw it away,Leave it behind,94,100,100,94,100,100,99,100,100,25,95,97,10,52,52,,,,,,,,,,,,,,,,,,,,,,81,He could move in with his dad,He could see if insurance covered anything,He could move his dad in with him even though it's small,He could ask for help,He could move,52,94,96,99,100,100,72,100,100,90,100,100,73,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Female,Native American / American Indian,,Some College,Rung 6,take out a loan,call a taxi,,,,huddle to conserve energy,,,take a detour at the next exit,,,pretend the knife is part of a hip replacement,,check in on his father daily,,,,
100,1817,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Redo the assignment during classtime,Tell the teacher she forgot it at home,Call her mom to bring the assignment,Tell the teacher the truth and ask to turn it in tomorrow,Skip class,50,70,80,70,100,100,20,100,15,100,100,100,50,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Tell the teenager to go away,Mind her own business and do nothing,Accuse the teenage of stealing,Wait to see what the teenager does with the stuff,Attack the teenager,85,80,70,60,30,90,30,50,20,90,75,85,5,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Tell mall security about the dog,Break the window,Call the police,Try to find the owner of the dog and car,Walk away,100,100,100,50,80,40,90,100,100,60,100,70,50,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Take a second job to get money for a retirement home,Move in with his father,Start a GoFundMe,Ask his friends for help,Abandon his father,60,100,100,70,100,85,100,100,100,80,100,90,20,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Close the store,Call in another coworker,Wait 15 minutes for his boss to show up,Attend his court appointment virtually,Reschedule the appointment,80,100,100,100,100,100,60,100,90,25,85,15,5,90,65,0,Look for help,Bring the competitor with her to the finish line,Ask other competitors behind her to help the fallen racer,Leave the competitor there and not hide them,Finish the race and come back for the fallen racer,75,100,100,50,100,40,50,50,15,80,0,0,50,30,20,,24,Female,Black / African American,,Vocational/Technical School (2 year),Rung 4,,,,,copy a friend's assignment,,,ask the parents if they know him,,,check that the doors are locked,,,pitch his situation to a reality TV network,,,leave the store unattended,hide him in the snow
100,1526,TRUE,,,,,,,,,,,,,,,,,,,,,,100,josh could call triple aaa to fix his car.,josh could call an uber to pick him up.,josh could as two friends to pick him up so one can stay with the car.,josh can call a tow truck to pick up his car.,josh can call the airport to change his flight to a later time.,93,91,94,65,73,73,81,82,84,89,78,79,100,100,100,0,brian could go through the days receipts to see if there are and anomalies.,brian could talk to the other employees to see if anyone did the change incorrectly,brian could use money from the tip jar to cover the missing amount.,brian could check the surveillence cameras to see if anyone might have pocketed some money.,brian could talk to his boss to find a way prevent money losses again.,79,97,98,66,96,98,56,56,44,93,100,100,59,88,91,,,,,,,,,,,,,,,,,,,,,,1,mary could explain the truth to her teacher.,mary could ask her teacher if she can make it up.,mary could get a copy of her friends worksheet and redo the assignment.,mary could text her mom to bring her the assignment.,mary could ask her mom to call the teacher and tell her it was a mistake.,92,100,96,90,100,100,32,36,21,60,71,59,60,56,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,cameron could tell he could get her ten miles closer.,cameron could call the woman and uber.,cameron could call the woman a cab.,cameron could ignore the woman.,cameron could give the woman the ride to her destination.,83,90,83,58,77,55,61,75,59,50,49,49,50,96,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"andy could hire his dad a nurse,",andy could move in with his dad.,andy could find a relative to take care of his father.,andy could put his dad in a rehabilitation community.,andy could let his dad become a homeless person.,77,100,98,90,91,92,87,87,91,82,100,75,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,load the man onto her sled for help and use his dogs.,send one her dogs to the end with a note saying to send a medic.,try to call an ambulance for the  man.,she could send up a flare so other know that someone needs help. ,she could stay with the man until another sled comes by so she can tell them to get help. ,56,90,76,30,69,38,54,52,64,61,93,80,96,100,100,,24,Female,Hispanic / Latino,,Some College,Rung 4,,take a public bus,overcharge the next customers,,hypnotize the teacher,,,,,turn invisible,,,,buy his father a tent,,,,steal his dogs for extra speed
100,798,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,recount the total,look for the lost ticket and maybe he made an accounting error,let his boss take partial payment out of his paycheck until its paid off,blame someone else for the difference,take more money and make getting in trouble at least worth it,100,100,100,100,100,100,100,100,93,80,49,72,0,0,12,100,just not show up and leave a note with the attendant for her friend,pay for her membership,stay and wait for her friend and tell her she has no membership,text her friend from someone else's phone,go enjoy lunch and forget about the whole thing,94,100,100,100,100,100,100,92,100,100,100,100,99,85,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,enjoy the concert without her friend,talk to a ticket scalper and get another ticket,have a friend go pick up the ticket and drop it off,tell her friend its his fault and his own problem,try to sneak him in ,100,90,100,100,100,100,55,100,87,87,100,83,100,46,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,tell the owner of the store to announce on the intercom,call the animal control for help,wait for the owner of the car,alert others who could possibly know the owner of the car,see if the car is unlocked,92,100,100,81,100,100,100,100,100,94,100,100,70,61,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,make sure her partner stayed calm,make sure her partner is hydrated,set white clothes outside laying down for aerial rescuers to see,light a fire,keep yelling for help,51,100,100,90,100,100,60,100,100,40,100,100,100,100,100,100,call his boss and see where he is,put a sign up for early closure of the store,find another co worker to take his shift ,send someone over to his boss's house to see if he is okay,quit his job because his co workers do not care about his well being,100,100,100,100,100,53,100,100,100,91,100,95,100,50,62,,,,,,,,,,,,,,,,,,,,,,,35,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,sell one of his kidneys,borrow someone's phone,,,steal someone else's ticket,,,,slash the tires,,,,,yell at Todd for getting stuck,lock up the store,
100,1493,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,complete another,explain the situation,not care,leave for the day,lie,0,100,27,16,90,69,0,51,25,7,11,42,3,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,ignore him,ask someone to check on him,ask the family,tell the family,chase him down,10,50,81,63,30,42,37,31,47,22,33,34,9,6,2,,,,,,,,,,,,,,,,,,,,,,0,give her a ride,call a friend,give her cash,tell her no,give her his phone,8,100,58,4,51,44,0,47,49,35,0,73,26,41,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,explain the situation,improvise,lie,replace it,don't care,0,96,76,0,10,5,21,0,30,0,68,4,25,0,9,,,,,,,,,,,,,,,,,,,,,,0,ration food,distribute food to needy people,create a plan with everyone,give staff food first,only give needy food,0,90,100,0,100,71,0,71,70,10,0,0,0,63,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,call for help,carry her,give her aid,stop the race,ignore her,25,95,90,7,75,60,10,91,62,0,89,26,54,0,39,,30,Male,White / Caucasian,,Master's Degree (MS),Rung 4,,,,,call her mom,,,keep an eye on him,,call her a cab,,,run away,,sell all the food to the highest bidder,,,finish the race
