Progress,Duration (in seconds),Finished,ResponseId,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,S7-FR_4,S7-FR_5,S7-FR_6,S7-FR_7,S7-FR_8,S7FRtime_First Click,S7FRtime_Last Click,S7FRtime_Page Submit,S7FRtime_Click Count,S7A1_7,S7A1_8,S7A1_9,S7A2_7,S7A2_8,S7A2_9,S7A3_7,S7A3_8,S7A3_9,S7A4_7,S7A4_8,S7A4_9,S7A5_7,S7A5_8,S7A5_9,S8-FR_4,S8-FR_5,S8-FR_6,S8-FR_7,S8-FR_8,S8FRtime_First Click,S8FRtime_Last Click,S8FRtime_Page Submit,S8FRtime_Click Count,S8A1_4,S8A1_5,S8A1_6,S8A2_4,S8A2_5,S8A2_6,S8A3_4,S8A3_5,S8A3_6,S8A4_4,S8A4_5,S8A4_6,S8A5_4,S8A5_5,S8A5_6,S9-FR_4,S9-FR_5,S9-FR_6,S9-FR_7,S9-FR_8,S9FRtime_First Click,S9FRtime_Last Click,S9FRtime_Page Submit,S9FRtime_Click Count,S9A1_4,S9A1_5,S9A1_6,S9A2_4,S9A2_5,S9A2_6,S9A3_4,S9A3_5,S9A3_6,S9A4_4,S9A4_5,S9A4_6,S9A5_4,S9A5_5,S9A5_6,S10-FR_4,S10-FR_5,S10-FR_6,S10-FR_7,S10-FR_8,S10FRtime_First Click,S10FRtime_Last Click,S10FRtime_Page Submit,S10FRtime_Click Count,S10A1_4,S10A1_5,S10A1_6,S10A2_4,S10A2_5,S10A2_6,S10A3_4,S10A3_5,S10A3_6,S10A4_4,S10A4_5,S10A4_6,S10A5_4,S10A5_5,S10A5_6,S11-FR_4,S11-FR_5,S11-FR_6,S11-FR_7,S11-FR_8,S11FRtime_First Click,S11FRtime_Last Click,S11FRtime_Page Submit,S11FRtime_Click Count,S11A1_4,S11A1_5,S11A1_6,S11A2_4,S11A2_5,S11A2_6,S11A3_4,S11A3_5,S11A3_6,S11A4_4,S11A4_5,S11A4_6,S11A5_4,S11A5_5,S11A5_6,S12-FR_4,S12-FR_5,S12-FR_6,S12-FR_7,S12-FR_8,S12FRtime_First Click,S12FRtime_Last Click,S12FRtime_Page Submit,S12FRtime_Click Count,S12A1_4,S12A1_5,S12A1_6,S12A2_4,S12A2_5,S12A2_6,S12A3_4,S12A3_5,S12A3_6,S12A4_4,S12A4_5,S12A4_6,S12A5_4,S12A5_5,S12A5_6,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRTime_First Click,S13FRTime_Last Click,S13FRTime_Page Submit,S13FRTime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRTime_First Click,S14FRTime_Last Click,S14FRTime_Page Submit,S14FRTime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRTime_First Click,S15FRTime_Last Click,S15FRTime_Page Submit,S15FRTime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRTime_First Click,S16FRTime_Last Click,S16FRTime_Page Submit,S16FRTime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRTime_First Click,S17FRTime_Last Click,S17FRTime_Page Submit,S17FRTime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRTime_First Click,S18FRTime_Last Click,S18FRTime_Page Submit,S18FRTime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
100,726,TRUE,R_9minUeGFik5FPSp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay dues ,Go home ,Get another phone to call ,Cancel membership ,Try to have someone borrow the phone ,22.385,22.385,71.253,1,100,99,100,26,54,96,58,73,100,50,22,45,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,Call for help ,Call the police ,Find a nearby house ,Try and stay warm ,Try to get some immediate help ,45.535,45.535,75.606,1,100,93,79,83,100,91,90,100,83,100,97,97,93,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Play a trick ,Call to see if thats his friend ,Pull up to the driver ,Call the police for help ,Try and pull up to help,57.508,63.884,97.965,2,1,1,1,66,62,94,81,94,61,45,76,71,100,93,100,,,,,,,,,,,,,,,,,,,,,,,,,Call the police ,Go inside and have the owner come out ,Break the window ,Try and help the dog ,Call security ,8.451,12.032,44.432,2,100,100,100,70,67,92,72,25,42,63,76,97,100,100,100,Throw the knife out ,Explain the situation ,Keep the knife and face consequence ,Give the knife to someone else ,Take the knife with him,12.447,65.678,66.164,4,100,100,100,60,70,87,14,10,29,4,2,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay and miss the appointment ,Leave for the appointment ,Call his boss,Call in late ,Change appointment ,4.369,118.086,139.201,4,28,45,77,43,47,58,100,75,75,16,21,43,88,59,75,,,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Hispanic / Latino,,High School or equivalent,Rung 4
100,856,TRUE,R_1g0aAAx5FQFDOMq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recount the register.,Find out who was logged in to the register.,Look for money on the ground.,Tell his manager about the issue.,Ask the day manager if they know anything.,21.713,21.713,114.478,1,100,100,100,100,100,100,100,100,100,100,100,100,75,100,80,,,,,,,,,,,,,,,,,,,,,,,,,Dry off the homework.,Show it to her professor.,Ask for an extension.,Quickly try to rewrite it.,Keep water bottles out of her backpack.,12.514,12.514,93.999,1,93,100,100,100,100,100,96,100,93,54,70,64,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stand up to get a closer look.,Ask why they're throwing her belongings into the water.,Yell at the teenager.,Yell at the family.,Run after her belongings.,17.271,17.271,85.27,1,100,100,100,100,100,100,84,63,78,84,35,85,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,He could say it's too far out.,He could agree to give her a ride.,Sugges to drive her half way.,Ask if there are bus stops along the way.,Ask if she'd like to visit his house first.,10.826,10.826,85.832,1,35,60,50,75,91,96,65,80,72,64,72,69,90,99,86,Take note of the license plate.,Wait 5-10 minutes for the owner.,Report the incident to a mall manager.,Report the incident to the cops.,Leave.,7.628,77.516,88.394,4,100,100,100,55,70,71,98,100,100,100,100,94,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call the owner.,Explain the court situation.,Wait an hour.,Hope the owner arrives on time.,Leave on time but make sure the store is securely locked.,25.135,25.135,97.271,1,85,78,68,89,100,100,100,100,100,100,100,100,82,70,78,,,,,,,,,,,,,,,,,,,,,,,,,,38,Female,White / Caucasian,,High School or equivalent,Rung 3
100,764,TRUE,R_sZ2nyDTA6IzZJHr,,,,,,,,,,,,,,,,,,,,,,,,,try to fix the engine himself,flag down the next car,sleep and catch a later flight,look on a map for the closest town,get angry,0.997,0.997,176.855,1,96,97,97,87,96,95,57,99,32,67,99,96,65,50,76,,,,,,,,,,,,,,,,,,,,,,,,,ask the receptionist to send a message ,ask the receptionist to borrow a phone,ask a stranger to borrow a phone,drive to a payphone and call her friend,send a text when she gets back to work,1.426,1.426,60.348,1,67,91,83,75,93,88,52,79,58,69,94,66,31,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,get one from a scalper,go home and forget the concert,speed home and try to catch the ending,go to a bar and wait for his friends to finish,ask his friends to miss it with him and go get dinner,1.153,7.229,66.932,2,85,44,82,51,97,65,61,36,80,36,94,59,25,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail it back to himself,give it up,try to hide it in his luggage,leave it in a hiding spot and come back for it afterwards,find someone in charge and see what they recommend,1,1,51.409,1,39,99,58,78,96,84,32,8,21,37,31,20,61,95,76,,,,,,,,,,,,,,,,,,,,,,,,,have his dad live with him,put his dad in a retirement home,nothing,let the state decide what to do,ask other relatives for advice,0.802,0.802,50.144,1,57,97,48,81,72,89,29,16,53,35,20,25,65,92,93,ask someone who has the experience or knowlege how to proceed,make something up to buy time,ask his headquaters for instructions,nothing,find a way to get food out to them,1.025,1.025,77.937,1,90,97,92,52,51,52,92,97,97,36,5,21,70,96,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,White / Caucasian,,College Graduate (4 year),Rung 6
100,2584,TRUE,R_Aprn5y8mF915W2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fudge the numbers.,Pay it out of pocket.,Explain the situation to the manager.,Take the money from the safe and add it to the register.,Recount the money and figure out where he's gone wrong.,156.563,312.143,460.873,7,29,0,10,40,100,65,75,100,100,35,0,10,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,Ask for an extension.,Explain what happened to the teacher.,Show the teacher what happened in her backpack so she's believed.,Skip the class.,Stall turning it in and redo it during the class.,0.821,0.821,96.271,1,70,100,100,88,100,100,70,100,100,21,0,40,55,81,90,Head for the town.,Stop and set up where they're at to stay warm.,Build a fire to stay warm.,Attempt to find their planned route.,Get a map.,150.069,151.495,295.348,2,65,100,85,70,95,100,85,100,100,35,60,14,25,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay by the car to keep an eye on the dog until the owners come back or something starts happening to the dog.,Bust the windows.,Check and make sure the car isn't running.,Call the 911 dispatchers to send out the proper emergency workers.,Use a slim jim to jimmy the lock open.,0.962,118.769,214.545,2,100,100,100,50,43,53,30,100,55,81,100,75,50,53,71,,,,,,,,,,,,,,,,,,,,,,,,,Beg for forgiveness.,Contact the taxi company he used.,Try to find the taxi cab he rode it to get the ring back.,"Use his ring, or borrow someone's ring, to use in place of the lost ring that way the ceremony won't be ruined.",Run away from the wedding.,20.539,134.074,180.081,2,100,100,100,100,100,100,96,100,100,45,75,40,20,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Call his boss.,Get in touch with his lawyer.,"Stay calm, the boss usually doesn't show up for another hour.",Try to stay busy while he waits.,Wait until 7am when his boss usually gets there.,0.884,349.543,350.823,8,90,100,85,50,100,100,31,100,50,64,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,30,Female,White / Caucasian,,Some College,Rung 6
100,3085,TRUE,R_3lyt1Z4Xt4XI5AO,Take out a loan for the medicine,Ask friends or family to borrow money for the medicine,Set up a GoFundMe for the medicine,Steal the money for the medicine,Let his dog die,51.97,51.97,134.69,1,80,100,100,100,100,100,60,60,50,10,10,20,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Tell his manager the truth,Replace the money with his own ,Set a fire in the bakery to cover up the missing funds,Tell his manager someone robbed the bakery,Quit his job before his manager fires him,1416.834,1418.956,1531.726,2,70,100,80,100,100,100,1,1,1,30,1,10,40,100,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have his friends stay put while he goes to search for the town,Lead the group in the direction he thinks the town might be,See if anyone has a phone they can use to call for help,Light a flare if they brought one,Ask everyone to stay put and set up camp so help can find them,27.527,27.527,136.342,1,90,100,100,80,95,95,100,100,100,100,100,100,50,75,75,Give Ted her ticket,Tell Ted to forget about the concert and take him somewhere else,Try to buy a scalped ticket out front,Go to the concert without Ted ,Have all the friends draw straws to see who gives their ticket to Ted,66.992,66.992,132.601,1,100,100,100,70,100,100,50,80,80,1,1,1,10,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ration the food for the passengers,Sit and wait for the rescue boat,Distract the passengers with stories and games,Withhold food from the men so the women and children can eat,Let the passengers fight for their food,16.259,87.23,190.437,3,100,95,100,90,50,20,10,100,20,10,5,10,5,1,1,See if Todd's phone has service,Yell for help,Walk back toward the car to see if she has service there,See if she can find another climber to go get help,Climb down and drive to the nearest store for help,36.361,36.361,281.513,1,100,100,100,70,100,90,50,70,70,40,70,70,80,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,White / Caucasian,,College Graduate (4 year),Rung 4
100,1170,TRUE,R_1gFTbjkyy7t6izV,Heinz could setup an online donation campaign such as GoFundMe for his dog.,Heinz could ask a wealthy friend or family member for money.,Heinz could take a loan.,Heinz could ask the Vet if there is any kind of deferred payback program and gradually pay off the money.,"Heinz could take out a credit card with no interest the first few months and charge it, then gradually pay it back.",2.062,2.448,101.779,2,80,100,100,35,51,51,31,100,100,21,100,70,60,100,70,Josh could try to walk up the road to a more populated road and flag down a car and borrow a cell phone.,Josh could wait until someone passes by and then borrow their cell phone.,"Josh could light a flare and hope that someone sees him, and drives toward his direction.",Josh could try to see if there are any landmarks in the distance and walk towards one to find help.,"Josh could start walking in the direction of home, and give up on the flight and being a disgusting hunter.",1.267,1.267,168.963,1,100,100,100,80,100,100,30,100,100,40,100,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,Liz could ask the manager to contact her friend on her behalf and ask her to meet out front.,Liz could ask to borrow someone else's phone and call her friend if she remembers the number.,Liz could go home and call her friend when she walks in the door to apologize and explain the situation.,Liz could wait until no one is looking and sneak in the gym.,"Liz could pull the gym's fire alarm and meet her friend outside when they are all forced to exit, provided she can do it without getting caught.",0.962,0.962,137.058,1,100,100,100,86,100,100,75,100,100,15,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darya could give Ted her ticket to allow him to celebrate with other friends.,Darya could park at the concert and then try to find a scalper selling tickets outside the venue.,Darya could just take Ted home and call it a loss.,Darya could ask other concert goers if they would sell their ticket to Ted for a price much higher than the retail price.,Darya could help Ted sneak into the concert.,1.362,1.362,186.198,1,81,100,100,100,100,100,10,0,0,20,100,62,50,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel could call the cab company and explain the situation, and ask them to help track down the driver.",Daniel could go to the cab company and try to get them to ask the driver to meet Daniel.,"Daniel could show up to the wedding without the ring and apologize, then face the wrath of the couple.",Daniel could go buy a new ring for the couple and apologize for the situation.,Daniel could pretend that the ring was stolen.,1.682,66.164,122.756,4,100,100,100,100,100,100,10,85,85,30,100,10,5,0,0,Andy could ask his father to move in with him.,Andy could sell his apartment and move in with his father.,Andy could place his father in a nursing home.,Andy could hire his father a live-in nurse.,Andy could do nothing and leave his father to his fate.,1.102,57.287,72.082,3,71,100,100,25,100,100,40,20,80,80,94,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 5
100,1250,TRUE,R_1gO3NLRuZOb5ySw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian needs to recount his drawer,Brian needs to recount his receipts.,Brian needs to match the orders to receipts that he has.,Brian needs to review the cameras for employee theft.,Brian needs to admit the mistake to his manager if he can't find it.,8.239,59.8,60.665,2,100,100,100,50,100,80,40,100,50,70,100,90,25,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Make a beeline for the town,"Conserve energy, food and warmth and travel when safe",Make shelter and move when possible.,Leave his friends behind while he goes to town.,Get to town as quickly as possible.,8.528,8.528,81.577,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Give Ted her ticket and miss the show,Go into the show without Ted,Attempt to scalp a ticket to get one for Ted,Sneak Ted in,Make Ted go get his ticket.,6.997,6.997,54.982,1,50,100,20,50,60,75,100,50,100,75,25,75,100,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leave it alone.,Mind her business.,Check if the dog is in distress.,Go home.,Ignore it. The dog is fine.,3.396,4.001,32.729,3,0,100,100,0,100,100,100,100,100,0,100,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,Call the taxi,Freak out,Replace the ring,Get a substitute ASAP,Run away.,1.202,27.751,48.624,3,100,100,100,100,0,100,20,100,10,100,50,30,100,0,51,,,,,,,,,,,,,,,,,,,,,,,,,Portion out what supplies are left.,Don't panic,Figure out needs for everyone,"Realize that 99% of the people on the boat can go 1 day without food, and it won't kill them.",Make sure they have enough drinking water.,7.406,7.406,57.452,1,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Female,White / Caucasian,,Some College,Rung 3
100,1275,TRUE,R_2OZRHEvNwjrDlHD,ask for help,set up a gofundme,sell some things,explain situation to vet,look for extra work,16.29,48.358,81.445,5,80,90,80,75,80,80,70,80,70,80,90,80,70,90,80,walk to nearby location,flag down another car,pray,hitchhike,accept reality that he's missing his flight,18.27,116.222,139.82,7,80,100,100,90,90,80,70,90,80,75,70,65,90,100,90,recount the money,fork over $500 of his own money,ask other employees what happened,tell manager what happened,flee,25.091,88.567,103.795,6,90,100,100,40,60,50,90,90,90,75,95,90,20,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,question the teenager,get the family's attention,mind her own business,take picture,tell the teen to stop,10.377,49.14,106.87,5,70,80,75,80,90,85,60,30,50,60,70,60,80,85,80,,,,,,,,,,,,,,,,,,,,,,,,,give her a ride,tell her that he has plans,tell her he's on his way to somewhere else,suck it up,feign illness,11.493,106.916,116.816,9,90,90,90,60,50,50,50,50,50,80,90,80,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,panic,call the cab company,fess up ,ask if anyone has a ring that can be used temporarily,apologize,4.189,85.087,152.082,6,90,60,70,100,100,100,90,100,100,60,70,50,90,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 6
100,1321,TRUE,R_24vzVPjJDsZ8wAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary could hurry up and try to do the homework on a separate sheet of paper.,Mary could explain what happened and ask for an extension,Mary could cry.,Mary could stay after class to redo the homework.,Mary could do the homework online.,11.385,11.385,75.16,1,50,75,75,50,90,80,5,10,5,50,95,90,25,50,50,,,,,,,,,,,,,,,,,,,,,,,,,Darya could give Ted her ticket,Darya could try to buy Ted a ticket from another patron,Darya could take Ted somewhere else for his birthday,Darya could go in without Ted,Darya could give Ted her ticket and drive back to retrieve his ticket,68.383,68.383,246.05,1,50,94,50,50,50,50,30,80,50,10,5,25,40,90,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cameron could agree to give her a ride.,Cameron could tell her no.,Cameron could make an excuse that he is too busy.,Cameron could drive her part of the way.,Cameron could pretend he didn't hear the request.,7.488,7.488,47.567,1,75,90,80,30,50,50,30,10,50,50,75,60,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conserve and allocate food,conserve and allocate water,reassure passengers,keep the passengers busy with an activity,account for all passengers on board,35.796,80.368,91.26,2,75,95,90,75,95,90,80,95,90,50,80,60,95,100,95,Eva could leave and try to find help.,Eva could stay with Todd until someone shows up.,Eva could make sure they have enough water.,Eva could try to signal for help via smoke signals.,Eva could saw Todd's finger to release it.,50.76,50.76,235.594,1,75,90,90,50,80,75,80,100,95,30,90,50,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,continue on with the race,stop and ask if the competitor is okay,stop and tell the competitor that smoking is bad for his health,stop and ask to bum a smoke off the competitor,think about college majors,95.136,163.218,172.034,3,75,50,50,50,90,75,10,50,10,10,25,10,50,80,80,,41,Female,White / Caucasian,,College Graduate (4 year),Rung 7
100,1200,TRUE,R_1mgBeDiSGZrvpEb,,,,,,,,,,,,,,,,,,,,,,,,,Wait for someone to pass by.,Walk to an area with cell service.,Walk to the next town for help.,Acknowledge that he is going to miss his flight.,Try to fix the car.,31.284,143.148,152.504,2,100,100,100,30,100,20,10,100,10,100,100,80,80,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Explain what happened to the teacher and ask for extra time to complete the task.,Lie and claim she forgot her assignment.,Copy from someone else.,Not go to class.,Just say she didn't get it done.,21.495,55.095,132.665,2,100,100,100,10,0,0,0,0,0,50,0,10,50,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tell the family.,Confront the Teenager.,Tell beach patrol about it.,Do nothing,Ask other people in the area if they know what is going on.,18.202,18.202,113.947,1,100,100,100,50,100,30,100,100,100,10,0,5,50,100,50,Get in an accident,Pull up next to each other,Flash our head lights,Do nothing,Call each other,42.383,99.349,104.888,5,9,0,0,50,20,70,50,20,50,100,100,100,71,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borrow a ring to replace the missing one for now.s,Use one of his own rings.,Explain what happened and ask for help.,"Lie, and say he was robbed.",Leave the wedding.,3.754,78.699,137.635,3,80,50,50,80,50,50,100,100,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hike a short distance to get phone service.,Go for help.,Stay with Todd and hope someone comes along.,Use a signal mirror to get help.,Yell for help.,40.441,108.202,113.819,3,100,100,100,80,100,50,80,100,80,0,100,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,Male,White / Caucasian,,Some College,Rung 5
